"tripduration","starttime","stoptime","start station name","end station name"
804,"2018-03-23 18:50:14.0090","2018-03-23 19:03:38.7750","Pershing Square North","E 15 St & 3 Ave"
491,"2018-03-23 18:51:48.7150","2018-03-23 18:59:59.7490","Pershing Square North","W 27 St & 7 Ave"
515,"2018-03-23 18:52:07.1850","2018-03-23 19:00:42.5900","Pershing Square North","W 25 St & 6 Ave"
1126,"2018-03-23 18:54:24.1650","2018-03-23 19:13:10.2330","Pershing Square North","W 59 St & 10 Ave"
367,"2018-03-23 18:54:27.5440","2018-03-23 19:00:35.4950","Pershing Square North","E 24 St & Park Ave S"
2262,"2018-03-23 18:55:39.7920","2018-03-23 19:33:22.7890","Pershing Square North","Clinton St & Tillary St"
1242,"2018-03-23 18:56:03.1370","2018-03-23 19:16:45.4170","Pershing Square North","Forsyth St & Canal St"
583,"2018-03-23 18:56:11.4170","2018-03-23 19:05:55.1760","Pershing Square North","W 33 St & 7 Ave"
2508,"2018-03-23 18:56:15.7120","2018-03-23 19:38:03.8660","Pershing Square North","Lafayette Ave & Fort Greene Pl"
1396,"2018-03-23 18:58:23.9370","2018-03-23 19:21:40.4260","Pershing Square North","Bank St & Washington St"
1416,"2018-03-23 19:00:29.0170","2018-03-23 19:24:05.6980","Pershing Square North","W 13 St & Hudson St"
1350,"2018-03-23 19:01:37.1760","2018-03-23 19:24:07.4010","Pershing Square North","W 13 St & Hudson St"
249,"2018-03-23 19:02:42.6440","2018-03-23 19:06:52.3420","Pershing Square North","Lexington Ave & E 29 St"
817,"2018-03-23 19:02:45.7430","2018-03-23 19:16:23.2480","Pershing Square North","E 11 St & 1 Ave"
401,"2018-03-23 19:03:00.6790","2018-03-23 19:09:42.2240","Pershing Square North","E 53 St & 3 Ave"
529,"2018-03-23 19:03:16.7180","2018-03-23 19:12:05.9970","Pershing Square North","W 42 St & Dyer Ave"
681,"2018-03-23 19:03:54.3650","2018-03-23 19:15:15.4660","Pershing Square North","E 16 St & Irving Pl"
510,"2018-03-23 19:03:55.7260","2018-03-23 19:12:26.3470","Pershing Square North","E 25 St & 1 Ave"
360,"2018-03-23 19:04:03.1210","2018-03-23 19:10:03.6810","Pershing Square North","Lexington Ave & E 29 St"
1199,"2018-03-23 19:04:14.1440","2018-03-23 19:24:13.2830","Pershing Square North","E 2 St & Avenue B"
637,"2018-03-23 19:07:26.7400","2018-03-23 19:18:04.6840","Pershing Square North","E 59 St & Madison Ave"
641,"2018-03-23 19:07:46.8960","2018-03-23 19:18:28.3040","Pershing Square North","6 Ave & W 33 St"
290,"2018-03-23 19:08:53.8270","2018-03-23 19:13:43.8310","Pershing Square North","E 24 St & Park Ave S"
531,"2018-03-23 19:09:25.2500","2018-03-23 19:18:17.2200","Pershing Square North","W 33 St & 7 Ave"
376,"2018-03-23 19:11:19.0580","2018-03-23 19:17:35.0810","Pershing Square North","W 33 St & 7 Ave"
392,"2018-03-23 19:11:19.2210","2018-03-23 19:17:51.5830","Pershing Square North","W 33 St & 7 Ave"
363,"2018-03-23 19:12:35.7890","2018-03-23 19:18:39.2240","Pershing Square North","W 33 St & 7 Ave"
702,"2018-03-23 19:13:01.2660","2018-03-23 19:24:43.8050","Pershing Square North","E 15 St & 3 Ave"
347,"2018-03-23 19:14:11.0210","2018-03-23 19:19:58.2560","Pershing Square North","E 24 St & Park Ave S"
459,"2018-03-23 19:17:01.0350","2018-03-23 19:24:40.2060","Pershing Square North","W 31 St & 7 Ave"
646,"2018-03-23 19:18:47.2910","2018-03-23 19:29:33.8020","Pershing Square North","E 25 St & 2 Ave"
911,"2018-03-23 19:20:31.0680","2018-03-23 19:35:42.9300","Pershing Square North","E 2 St & 2 Ave"
422,"2018-03-23 19:21:36.1720","2018-03-23 19:28:38.8340","Pershing Square North","E 51 St & 1 Ave"
410,"2018-03-23 19:21:48.4520","2018-03-23 19:28:38.7110","Pershing Square North","E 51 St & 1 Ave"
247,"2018-03-23 19:26:02.4390","2018-03-23 19:30:10.0880","Pershing Square North","W 37 St & 5 Ave"
368,"2018-03-23 19:33:44.6010","2018-03-23 19:39:53.5530","Pershing Square North","E 33 St & 5 Ave"
526,"2018-03-23 19:34:31.5100","2018-03-23 19:43:17.5350","Pershing Square North","W 49 St & 8 Ave"
566,"2018-03-23 19:35:17.8000","2018-03-23 19:44:44.7170","Pershing Square North","W 33 St & 7 Ave"
1454,"2018-03-23 19:42:55.5020","2018-03-23 20:07:09.8460","Pershing Square North","W 89 St & Columbus Ave"
1087,"2018-03-23 19:46:53.3140","2018-03-23 20:05:00.7750","Pershing Square North","E 84 St & 1 Ave"
1888,"2018-03-23 19:48:41.4690","2018-03-23 20:20:09.6610","Pershing Square North","E 118 St & 1 Ave"
451,"2018-03-23 19:48:47.8270","2018-03-23 19:56:19.7810","Pershing Square North","W 45 St & 8 Ave"
962,"2018-03-23 19:49:14.3530","2018-03-23 20:05:16.9290","Pershing Square North","W 4 St & 7 Ave S"
438,"2018-03-23 19:49:50.3520","2018-03-23 19:57:09.1380","Pershing Square North","E 33 St & 2 Ave"
407,"2018-03-23 19:51:28.1830","2018-03-23 19:58:16.1760","Pershing Square North","W 52 St & 5 Ave"
925,"2018-03-23 19:52:50.2240","2018-03-23 20:08:15.3140","Pershing Square North","W 15 St & 7 Ave"
1343,"2018-03-23 20:00:33.1250","2018-03-23 20:22:56.1910","Pershing Square North","Grand St & Elizabeth St"
624,"2018-03-23 20:03:59.0810","2018-03-23 20:14:23.9790","Pershing Square North","Pershing Square North"
971,"2018-03-23 20:05:21.1930","2018-03-23 20:21:32.9500","Pershing Square North","Columbus Ave & W 72 St"
548,"2018-03-23 20:09:30.1990","2018-03-23 20:18:38.3250","Pershing Square North","W 31 St & 7 Ave"
725,"2018-03-23 20:18:56.4190","2018-03-23 20:31:02.3820","Pershing Square North","1 Ave & E 78 St"
612,"2018-03-23 20:25:28.5370","2018-03-23 20:35:41.0460","Pershing Square North","2 Ave & E 31 St"
1015,"2018-03-23 20:29:12.0230","2018-03-23 20:46:07.5570","Pershing Square North","E 11 St & 1 Ave"
505,"2018-03-23 20:29:16.7350","2018-03-23 20:37:41.8760","Pershing Square North","W 43 St & 10 Ave"
357,"2018-03-23 20:45:08.5110","2018-03-23 20:51:06.2060","Pershing Square North","E 35 St & 3 Ave"
316,"2018-03-23 20:57:37.2980","2018-03-23 21:02:54.0320","Pershing Square North","E 39 St & 2 Ave"
452,"2018-03-23 21:16:53.1830","2018-03-23 21:24:25.6100","Pershing Square North","W 33 St & 7 Ave"
461,"2018-03-23 21:38:48.4370","2018-03-23 21:46:29.6900","Pershing Square North","Central Park S & 6 Ave"
696,"2018-03-23 21:44:28.1440","2018-03-23 21:56:04.5200","Pershing Square North","W 21 St & 6 Ave"
1287,"2018-03-23 21:45:53.2020","2018-03-23 22:07:20.9000","Pershing Square North","Washington St & Gansevoort St"
782,"2018-03-23 22:19:28.6090","2018-03-23 22:32:30.8800","Pershing Square North","9 Ave & W 28 St"
620,"2018-03-23 22:29:49.5110","2018-03-23 22:40:10.2560","Pershing Square North","Broadway & W 49 St"
248,"2018-03-23 22:41:27.8560","2018-03-23 22:45:35.9340","Pershing Square North","E 33 St & 5 Ave"
1208,"2018-03-23 22:43:27.9140","2018-03-23 23:03:36.2160","Pershing Square North","E 17 St & Broadway"
689,"2018-03-23 22:50:29.1530","2018-03-23 23:01:58.4640","Pershing Square North","Broadway & W 25 St"
336,"2018-03-23 23:14:18.4100","2018-03-23 23:19:54.7880","Pershing Square North","E 33 St & 5 Ave"
679,"2018-03-24 01:00:02.4510","2018-03-24 01:11:21.8530","Pershing Square North","W 26 St & 8 Ave"
626,"2018-03-24 01:21:50.3810","2018-03-24 01:32:17.0670","Pershing Square North","E 16 St & Irving Pl"
391,"2018-03-24 01:30:48.4700","2018-03-24 01:37:20.2510","Pershing Square North","W 42 St & 8 Ave"
287,"2018-03-24 06:15:29.7740","2018-03-24 06:20:16.9780","Pershing Square North","2 Ave & E 31 St"
202,"2018-03-24 06:18:25.2670","2018-03-24 06:21:48.1620","Pershing Square North","E 33 St & 2 Ave"
436,"2018-03-24 06:35:37.6920","2018-03-24 06:42:53.8410","Pershing Square North","W 52 St & 6 Ave"
14310,"2018-03-24 06:40:08.2380","2018-03-24 10:38:38.9440","Pershing Square North","W 52 St & 5 Ave"
191,"2018-03-24 07:42:13.5140","2018-03-24 07:45:25.3890","Pershing Square North","E 33 St & 5 Ave"
549,"2018-03-24 07:46:01.6240","2018-03-24 07:55:11.4380","Pershing Square North","W 27 St & 7 Ave"
2241,"2018-03-24 08:12:19.7010","2018-03-24 08:49:40.7510","Pershing Square North","W 16 St & The High Line"
2083,"2018-03-24 08:14:50.6830","2018-03-24 08:49:34.5400","Pershing Square North","W 16 St & The High Line"
1240,"2018-03-24 08:42:45.2440","2018-03-24 09:03:25.4350","Pershing Square North","E 11 St & 2 Ave"
3013,"2018-03-24 08:44:09.1280","2018-03-24 09:34:22.4740","Pershing Square North","Peck Slip & Front St"
385,"2018-03-24 08:48:57.2270","2018-03-24 08:55:22.3060","Pershing Square North","Lexington Ave & E 24 St"
1030,"2018-03-24 08:50:54.7000","2018-03-24 09:08:05.1900","Pershing Square North","W 13 St & Hudson St"
1690,"2018-03-24 08:55:51.2070","2018-03-24 09:24:01.8490","Pershing Square North","W 15 St & 10 Ave"
575,"2018-03-24 09:01:53.8460","2018-03-24 09:11:29.2900","Pershing Square North","8 Ave & W 31 St"
247,"2018-03-24 09:41:24.0430","2018-03-24 09:45:31.9420","Pershing Square North","W 37 St & 5 Ave"
603,"2018-03-24 09:47:31.3300","2018-03-24 09:57:34.8700","Pershing Square North","Broadway & E 22 St"
583,"2018-03-24 09:52:02.6190","2018-03-24 10:01:46.2500","Pershing Square North","Broadway & W 58 St"
630,"2018-03-24 09:57:08.8810","2018-03-24 10:07:39.0690","Pershing Square North","E 16 St & 5 Ave"
303,"2018-03-24 10:09:24.4040","2018-03-24 10:14:28.3300","Pershing Square North","Pershing Square North"
611,"2018-03-24 10:12:59.4530","2018-03-24 10:23:10.5810","Pershing Square North","Broadway & E 22 St"
1461,"2018-03-24 10:14:46.1020","2018-03-24 10:39:08.0860","Pershing Square North","W 74 St & Columbus Ave"
315,"2018-03-24 10:16:17.7570","2018-03-24 10:21:33.4820","Pershing Square North","E 31 St & 3 Ave"
669,"2018-03-24 10:41:12.7440","2018-03-24 10:52:22.2490","Pershing Square North","Lafayette St & E 8 St"
377,"2018-03-24 10:47:17.8500","2018-03-24 10:53:35.6710","Pershing Square North","Broadway & W 38 St"
555,"2018-03-24 10:49:33.0870","2018-03-24 10:58:48.7810","Pershing Square North","E 15 St & 3 Ave"
847,"2018-03-24 10:52:14.1770","2018-03-24 11:06:21.4810","Pershing Square North","W 21 St & 6 Ave"
481,"2018-03-24 10:55:31.7760","2018-03-24 11:03:32.9550","Pershing Square North","W 44 St & 5 Ave"
911,"2018-03-24 10:56:59.7890","2018-03-24 11:12:11.4940","Pershing Square North","Broadway & W 25 St"
890,"2018-03-24 10:57:18.7480","2018-03-24 11:12:08.8360","Pershing Square North","Broadway & W 25 St"
1015,"2018-03-24 10:57:59.7030","2018-03-24 11:14:54.9740","Pershing Square North","9 Ave & W 22 St"
1287,"2018-03-24 11:07:41.4280","2018-03-24 11:29:08.8470","Pershing Square North","W 70 St & Amsterdam Ave"
2966,"2018-03-24 11:07:42.5070","2018-03-24 11:57:09.2870","Pershing Square North","Broadway & E 22 St"
912,"2018-03-24 11:08:01.6750","2018-03-24 11:23:14.5180","Pershing Square North","W 15 St & 7 Ave"
863,"2018-03-24 11:26:27.1880","2018-03-24 11:40:50.6490","Pershing Square North","E 31 St & 3 Ave"
501,"2018-03-24 11:49:51.0190","2018-03-24 11:58:12.4340","Pershing Square North","1 Ave & E 30 St"
1340,"2018-03-24 11:49:51.3200","2018-03-24 12:12:11.8110","Pershing Square North","W 46 St & 11 Ave"
1313,"2018-03-24 11:50:32.3540","2018-03-24 12:12:26.0810","Pershing Square North","W 46 St & 11 Ave"
2086,"2018-03-24 11:56:56.0160","2018-03-24 12:31:42.5530","Pershing Square North","Henry St & Grand St"
1467,"2018-03-24 11:57:46.3640","2018-03-24 12:22:14.2580","Pershing Square North","Grand Army Plaza & Central Park S"
2231,"2018-03-24 12:01:45.5310","2018-03-24 12:38:56.8650","Pershing Square North","W 63 St & Broadway"
491,"2018-03-24 12:03:55.5550","2018-03-24 12:12:07.2200","Pershing Square North","E 25 St & 2 Ave"
1664,"2018-03-24 12:08:35.8470","2018-03-24 12:36:20.3480","Pershing Square North","S 5 Pl & S 5 St"
1283,"2018-03-24 12:17:52.3400","2018-03-24 12:39:16.0780","Pershing Square North","E 16 St & Irving Pl"
257,"2018-03-24 12:18:25.4910","2018-03-24 12:22:42.7240","Pershing Square North","E 47 St & Park Ave"
735,"2018-03-24 12:27:09.8590","2018-03-24 12:39:24.9950","Pershing Square North","E 58 St & Madison Ave"
634,"2018-03-24 12:28:50.3500","2018-03-24 12:39:24.4420","Pershing Square North","E 58 St & Madison Ave"
573,"2018-03-24 12:28:51.0210","2018-03-24 12:38:24.5930","Pershing Square North","Broadway & W 29 St"
665,"2018-03-24 12:33:50.4180","2018-03-24 12:44:56.1040","Pershing Square North","9 Ave & W 45 St"
1075,"2018-03-24 12:50:23.8460","2018-03-24 13:08:19.3040","Pershing Square North","5 Ave & E 73 St"
1182,"2018-03-24 12:54:25.1320","2018-03-24 13:14:07.3410","Pershing Square North","Amsterdam Ave & W 73 St"
950,"2018-03-24 13:12:29.1370","2018-03-24 13:28:19.4180","Pershing Square North","W 34 St & 11 Ave"
559,"2018-03-24 13:17:41.3320","2018-03-24 13:27:00.3570","Pershing Square North","W 33 St & 7 Ave"
1462,"2018-03-24 13:25:56.6380","2018-03-24 13:50:19.0500","Pershing Square North","Forsyth St & Canal St"
436,"2018-03-24 13:32:48.8280","2018-03-24 13:40:05.5510","Pershing Square North","E 30 St & Park Ave S"
420,"2018-03-24 13:33:09.3940","2018-03-24 13:40:09.9980","Pershing Square North","E 30 St & Park Ave S"
1263,"2018-03-24 13:33:21.6910","2018-03-24 13:54:25.4280","Pershing Square North","Queens Plaza North & Crescent St"
128,"2018-03-24 13:33:41.6000","2018-03-24 13:35:50.3890","Pershing Square North","E 41 St & Madison Ave"
875,"2018-03-24 13:34:03.2050","2018-03-24 13:48:38.5070","Pershing Square North","E 25 St & 1 Ave"
1204,"2018-03-24 13:34:34.5300","2018-03-24 13:54:39.2120","Pershing Square North","Queens Plaza North & Crescent St"
1519,"2018-03-24 13:38:13.0830","2018-03-24 14:03:32.4220","Pershing Square North","E 9 St & Avenue C"
185,"2018-03-24 13:39:30.5430","2018-03-24 13:42:36.1790","Pershing Square North","E 35 St & 3 Ave"
1360,"2018-03-24 13:45:03.0280","2018-03-24 14:07:43.5620","Pershing Square North","E 17 St & Broadway"
1087,"2018-03-24 13:45:02.8850","2018-03-24 14:03:10.5510","Pershing Square North","Central Park West & W 68 St"
699,"2018-03-24 13:46:33.2940","2018-03-24 13:58:12.5830","Pershing Square North","Cooper Square & Astor Pl"
521,"2018-03-24 13:51:33.5390","2018-03-24 14:00:14.7950","Pershing Square North","W 43 St & 6 Ave"
1403,"2018-03-24 13:54:53.1830","2018-03-24 14:18:16.2890","Pershing Square North","Franklin St & W Broadway"
2509,"2018-03-24 13:55:49.7760","2018-03-24 14:37:39.2650","Pershing Square North","Central Park West & W 76 St"
1176,"2018-03-24 13:57:20.5410","2018-03-24 14:16:57.5380","Pershing Square North","3 Ave & E 62 St"
1162,"2018-03-24 13:57:20.3590","2018-03-24 14:16:42.5830","Pershing Square North","3 Ave & E 62 St"
1158,"2018-03-24 13:57:44.7520","2018-03-24 14:17:03.1560","Pershing Square North","3 Ave & E 62 St"
1007,"2018-03-24 14:00:12.3840","2018-03-24 14:16:59.8270","Pershing Square North","3 Ave & E 62 St"
887,"2018-03-24 14:04:36.3820","2018-03-24 14:19:24.3150","Pershing Square North","Great Jones St"
1039,"2018-03-24 14:09:34.7360","2018-03-24 14:26:54.5030","Pershing Square North","1 Ave & E 62 St"
685,"2018-03-24 14:37:09.0720","2018-03-24 14:48:34.8620","Pershing Square North","E 16 St & Irving Pl"
525,"2018-03-24 14:46:04.4790","2018-03-24 14:54:49.6400","Pershing Square North","Pershing Square North"
534,"2018-03-24 14:46:22.6880","2018-03-24 14:55:17.2540","Pershing Square North","Pershing Square North"
1499,"2018-03-24 14:52:15.6130","2018-03-24 15:17:14.7310","Pershing Square North","Forsyth St & Canal St"
1116,"2018-03-24 15:07:04.0860","2018-03-24 15:25:40.4440","Pershing Square North","E 4 St & 2 Ave"
1115,"2018-03-24 15:16:38.9940","2018-03-24 15:35:14.3520","Pershing Square North","Central Park S & 6 Ave"
951,"2018-03-24 15:22:13.4680","2018-03-24 15:38:05.4110","Pershing Square North","Broadway & W 56 St"
539,"2018-03-24 15:27:59.1290","2018-03-24 15:36:58.4560","Pershing Square North","W 27 St & 7 Ave"
582,"2018-03-24 15:28:42.0070","2018-03-24 15:38:24.5750","Pershing Square North","E 25 St & 2 Ave"
1892,"2018-03-24 15:32:01.7160","2018-03-24 16:03:34.1720","Pershing Square North","Franklin St & Dupont St"
487,"2018-03-24 15:36:32.8310","2018-03-24 15:44:39.9620","Pershing Square North","E 30 St & Park Ave S"
568,"2018-03-24 15:43:26.3120","2018-03-24 15:52:54.7100","Pershing Square North","11 Ave & W 41 St"
430,"2018-03-24 15:43:56.0680","2018-03-24 15:51:07.0020","Pershing Square North","Lexington Ave & E 29 St"
429,"2018-03-24 15:43:57.4860","2018-03-24 15:51:07.2740","Pershing Square North","Lexington Ave & E 29 St"
680,"2018-03-24 15:44:46.9920","2018-03-24 15:56:07.7280","Pershing Square North","9 Ave & W 28 St"
198,"2018-03-24 15:46:35.4430","2018-03-24 15:49:53.7860","Pershing Square North","E 51 St & Lexington Ave"
997,"2018-03-24 15:47:39.9830","2018-03-24 16:04:17.9140","Pershing Square North","1 Ave & E 78 St"
751,"2018-03-24 15:53:26.2270","2018-03-24 16:05:57.8310","Pershing Square North","St Marks Pl & 1 Ave"
452,"2018-03-24 16:06:54.5660","2018-03-24 16:14:26.9580","Pershing Square North","W 41 St & 8 Ave"
383,"2018-03-24 16:07:41.3950","2018-03-24 16:14:05.3780","Pershing Square North","E 33 St & 5 Ave"
346,"2018-03-24 16:12:26.0530","2018-03-24 16:18:12.8260","Pershing Square North","2 Ave & E 31 St"
1150,"2018-03-24 16:17:40.1730","2018-03-24 16:36:50.8670","Pershing Square North","E 88 St & Park Ave"
301,"2018-03-24 16:22:55.4960","2018-03-24 16:27:57.2100","Pershing Square North","E 32 St & Park Ave"
335,"2018-03-24 16:34:11.9530","2018-03-24 16:39:47.1660","Pershing Square North","W 41 St & 8 Ave"
581,"2018-03-24 16:34:39.2840","2018-03-24 16:44:20.3310","Pershing Square North","Broadway & E 14 St"
347,"2018-03-24 16:36:38.5740","2018-03-24 16:42:25.7630","Pershing Square North","E 31 St & 3 Ave"
703,"2018-03-24 16:41:10.7220","2018-03-24 16:52:53.8460","Pershing Square North","W 20 St & 7 Ave"
507,"2018-03-24 16:41:31.6790","2018-03-24 16:49:59.1090","Pershing Square North","E 17 St & Broadway"
1083,"2018-03-24 16:46:41.9530","2018-03-24 17:04:45.7600","Pershing Square North","St Marks Pl & 1 Ave"
527,"2018-03-24 16:51:26.8280","2018-03-24 17:00:14.7030","Pershing Square North","FDR Drive & E 35 St"
1281,"2018-03-24 16:51:30.4050","2018-03-24 17:12:51.4200","Pershing Square North","E 2 St & Avenue B"
1266,"2018-03-24 16:51:33.4730","2018-03-24 17:12:39.7640","Pershing Square North","E 2 St & Avenue B"
490,"2018-03-24 16:53:09.0480","2018-03-24 17:01:19.9540","Pershing Square North","E 24 St & Park Ave S"
1418,"2018-03-24 16:53:45.2020","2018-03-24 17:17:23.8440","Pershing Square North","LaGuardia Pl & W 3 St"
590,"2018-03-24 17:21:32.6700","2018-03-24 17:31:22.8720","Pershing Square North","W 54 St & 9 Ave"
362,"2018-03-24 17:27:38.9520","2018-03-24 17:33:41.1180","Pershing Square North","E 33 St & 2 Ave"
1690,"2018-03-24 17:32:11.5930","2018-03-24 18:00:22.4850","Pershing Square North","W 90 St & Amsterdam Ave"
622,"2018-03-24 17:38:07.7730","2018-03-24 17:48:30.4930","Pershing Square North","3 Ave & E 62 St"
1040,"2018-03-24 17:38:13.2630","2018-03-24 17:55:33.6870","Pershing Square North","E 74 St & 1 Ave"
543,"2018-03-24 17:42:04.3080","2018-03-24 17:51:08.0410","Pershing Square North","E 25 St & 2 Ave"
1277,"2018-03-24 17:42:37.0220","2018-03-24 18:03:54.9270","Pershing Square North","Amsterdam Ave & W 82 St"
748,"2018-03-24 17:51:07.7770","2018-03-24 18:03:36.6710","Pershing Square North","E 9 St & Avenue C"
615,"2018-03-24 17:51:55.6300","2018-03-24 18:02:11.6270","Pershing Square North","3 Ave & E 62 St"
1154,"2018-03-24 17:55:25.6970","2018-03-24 18:14:40.6820","Pershing Square North","Bank St & Hudson St"
1405,"2018-03-24 18:02:00.4120","2018-03-24 18:25:26.1710","Pershing Square North","Forsyth St & Canal St"
911,"2018-03-24 18:07:08.3190","2018-03-24 18:22:19.3500","Pershing Square North","Broadway & W 41 St"
898,"2018-03-24 18:07:22.5880","2018-03-24 18:22:21.1910","Pershing Square North","Broadway & W 41 St"
712,"2018-03-24 18:09:52.5280","2018-03-24 18:21:44.6340","Pershing Square North","E 13 St & Avenue A"
359,"2018-03-24 18:15:38.3790","2018-03-24 18:21:37.8270","Pershing Square North","E 51 St & 1 Ave"
481,"2018-03-24 18:17:28.3740","2018-03-24 18:25:29.8900","Pershing Square North","E 53 St & Madison Ave"
1073,"2018-03-24 18:17:57.2590","2018-03-24 18:35:50.3810","Pershing Square North","Broadway & W 58 St"
278,"2018-03-24 18:26:03.4060","2018-03-24 18:30:41.6810","Pershing Square North","E 32 St & Park Ave"
662,"2018-03-24 18:29:22.1920","2018-03-24 18:40:24.5900","Pershing Square North","Broadway & E 22 St"
585,"2018-03-24 18:31:06.2610","2018-03-24 18:40:51.7170","Pershing Square North","Broadway & E 22 St"
533,"2018-03-24 18:42:10.1830","2018-03-24 18:51:03.3010","Pershing Square North","E 59 St & Madison Ave"
529,"2018-03-24 18:42:10.5360","2018-03-24 18:50:59.8380","Pershing Square North","E 59 St & Madison Ave"
640,"2018-03-24 18:42:39.6290","2018-03-24 18:53:20.2300","Pershing Square North","11 Ave & W 41 St"
594,"2018-03-24 18:43:42.6110","2018-03-24 18:53:36.6690","Pershing Square North","E 17 St & Broadway"
249,"2018-03-24 18:57:46.8360","2018-03-24 19:01:56.2450","Pershing Square North","E 33 St & 2 Ave"
472,"2018-03-24 18:59:17.3910","2018-03-24 19:07:10.1500","Pershing Square North","1 Ave & E 62 St"
1098,"2018-03-24 19:10:49.3960","2018-03-24 19:29:07.4190","Pershing Square North","E 4 St & 2 Ave"
295,"2018-03-24 19:22:55.5670","2018-03-24 19:27:51.1310","Pershing Square North","E 31 St & 3 Ave"
1704,"2018-03-24 19:47:08.6760","2018-03-24 20:15:32.7890","Pershing Square North","Lexington Ave & E 120 St"
934,"2018-03-24 19:52:18.3610","2018-03-24 20:07:53.1690","Pershing Square North","Washington Pl & Broadway"
6326,"2018-03-24 20:03:52.1870","2018-03-24 21:49:18.2560","Pershing Square North","Broadway & W 29 St"
585,"2018-03-24 20:11:07.5260","2018-03-24 20:20:53.3990","Pershing Square North","E 17 St & Broadway"
275,"2018-03-24 20:11:39.7730","2018-03-24 20:16:15.3850","Pershing Square North","E 39 St & 3 Ave"
782,"2018-03-24 21:11:48.2970","2018-03-24 21:24:51.2630","Pershing Square North","W 54 St & 9 Ave"
460,"2018-03-24 21:45:40.0810","2018-03-24 21:53:20.5730","Pershing Square North","2 Ave & E 31 St"
1053,"2018-03-24 22:36:22.3680","2018-03-24 22:53:55.4030","Pershing Square North","Broadway & W 32 St"
356,"2018-03-24 23:15:33.1430","2018-03-24 23:21:29.2340","Pershing Square North","E 24 St & Park Ave S"
719,"2018-03-24 23:48:46.1160","2018-03-25 00:00:46.1110","Pershing Square North","E 19 St & 3 Ave"
2323,"2018-03-25 01:05:37.2760","2018-03-25 01:44:20.5420","Pershing Square North","West St & Chambers St"
380,"2018-03-25 04:11:54.9040","2018-03-25 04:18:15.4160","Pershing Square North","E 25 St & 2 Ave"
209,"2018-03-25 07:41:26.2740","2018-03-25 07:44:56.1340","Pershing Square North","E 33 St & 5 Ave"
1095,"2018-03-25 08:38:23.2080","2018-03-25 08:56:39.0670","Pershing Square North","Washington St & Gansevoort St"
588,"2018-03-25 08:42:29.1810","2018-03-25 08:52:17.8400","Pershing Square North","E 11 St & Broadway"
549,"2018-03-25 09:05:28.6260","2018-03-25 09:14:38.3130","Pershing Square North","W 45 St & 8 Ave"
12097,"2018-03-25 09:07:31.1540","2018-03-25 12:29:08.7020","Pershing Square North","Lafayette St & Jersey St"
353,"2018-03-25 09:33:32.9980","2018-03-25 09:39:26.3760","Pershing Square North","E 33 St & 2 Ave"
376,"2018-03-25 09:38:29.2140","2018-03-25 09:44:45.2980","Pershing Square North","Broadway & W 41 St"
7104,"2018-03-25 10:36:50.1830","2018-03-25 12:35:14.3410","Pershing Square North","Bialystoker Pl & Delancey St"
674,"2018-03-25 10:42:49.9350","2018-03-25 10:54:04.0460","Pershing Square North","Cooper Square & Astor Pl"
949,"2018-03-25 11:26:35.2240","2018-03-25 11:42:25.1790","Pershing Square North","Suffolk St & Stanton St"
911,"2018-03-25 11:35:39.6270","2018-03-25 11:50:51.5670","Pershing Square North","E 12 St & 3 Ave"
1540,"2018-03-25 11:53:49.1940","2018-03-25 12:19:29.8320","Pershing Square North","Broadway & E 22 St"
405,"2018-03-25 11:56:35.8050","2018-03-25 12:03:20.9840","Pershing Square North","FDR Drive & E 35 St"
1061,"2018-03-25 12:07:41.2540","2018-03-25 12:25:22.8070","Pershing Square North","E 6 St & Avenue B"
1605,"2018-03-25 12:21:29.4530","2018-03-25 12:48:14.4570","Pershing Square North","W 27 St & 10 Ave"
393,"2018-03-25 12:25:25.2420","2018-03-25 12:31:58.7020","Pershing Square North","W 45 St & 8 Ave"
1260,"2018-03-25 12:27:15.4970","2018-03-25 12:48:15.8520","Pershing Square North","W 27 St & 10 Ave"
988,"2018-03-25 12:43:32.4550","2018-03-25 13:00:01.3340","Pershing Square North","W 34 St & 11 Ave"
1101,"2018-03-25 12:49:20.0990","2018-03-25 13:07:42.0880","Pershing Square North","E 17 St & Broadway"
998,"2018-03-25 12:51:33.3670","2018-03-25 13:08:11.9520","Pershing Square North","W 63 St & Broadway"
1971,"2018-03-25 12:52:44.4320","2018-03-25 13:25:36.0050","Pershing Square North","Pleasant Ave & E 116 St"
1037,"2018-03-25 12:59:17.7210","2018-03-25 13:16:35.1820","Pershing Square North","W 52 St & 11 Ave"
615,"2018-03-25 13:13:59.9540","2018-03-25 13:24:15.3710","Pershing Square North","W 21 St & 6 Ave"
578,"2018-03-25 13:14:39.2630","2018-03-25 13:24:18.0690","Pershing Square North","W 21 St & 6 Ave"
480,"2018-03-25 13:15:45.9220","2018-03-25 13:23:46.3780","Pershing Square North","5 Ave & E 29 St"
653,"2018-03-25 13:43:51.9210","2018-03-25 13:54:45.6710","Pershing Square North","E 17 St & Broadway"
1915,"2018-03-25 13:47:27.9480","2018-03-25 14:19:23.1050","Pershing Square North","Carlton Ave & Flushing Ave"
249,"2018-03-25 14:05:23.1730","2018-03-25 14:09:32.8110","Pershing Square North","E 35 St & 3 Ave"
146,"2018-03-25 14:21:35.9010","2018-03-25 14:24:02.3710","Pershing Square North","E 41 St & 5 Ave"
