"tripduration","starttime","stoptime","start station name","end station name"
86,"2018-03-11 09:43:05.7970","2018-03-11 09:44:32.2110","Broadway & W 41 St","Broadway & W 38 St"
298,"2018-03-11 10:51:39.0380","2018-03-11 10:56:37.1320","Broadway & W 41 St","W 52 St & 6 Ave"
7266,"2018-03-11 11:02:07.7720","2018-03-11 13:03:14.7300","Broadway & W 41 St","Broad St & Bridge St"
6129,"2018-03-11 11:13:50.5820","2018-03-11 12:55:59.9230","Broadway & W 41 St","Broadway & Battery Pl"
4623,"2018-03-11 11:14:56.6420","2018-03-11 12:31:59.7950","Broadway & W 41 St","Broadway & Battery Pl"
4278,"2018-03-11 11:15:57.5620","2018-03-11 12:27:16.4550","Broadway & W 41 St","Broadway & Battery Pl"
4699,"2018-03-11 11:19:33.2420","2018-03-11 12:37:53.1570","Broadway & W 41 St","Broadway & Battery Pl"
328,"2018-03-11 11:55:28.5730","2018-03-11 12:00:56.9610","Broadway & W 41 St","9 Ave & W 45 St"
304,"2018-03-11 11:55:32.2470","2018-03-11 12:00:37.0040","Broadway & W 41 St","11 Ave & W 41 St"
505,"2018-03-11 12:02:44.0580","2018-03-11 12:11:09.3010","Broadway & W 41 St","W 24 St & 7 Ave"
389,"2018-03-11 12:46:53.7440","2018-03-11 12:53:23.5660","Broadway & W 41 St","W 43 St & 10 Ave"
361,"2018-03-11 12:52:36.6770","2018-03-11 12:58:38.4210","Broadway & W 41 St","W 42 St & Dyer Ave"
574,"2018-03-11 13:05:44.3340","2018-03-11 13:15:19.1020","Broadway & W 41 St","Broadway & W 25 St"
379,"2018-03-11 13:59:52.9930","2018-03-11 14:06:12.9370","Broadway & W 41 St","Broadway & W 32 St"
327,"2018-03-11 14:00:29.7700","2018-03-11 14:05:56.9540","Broadway & W 41 St","9 Ave & W 45 St"
1365,"2018-03-11 14:19:15.8140","2018-03-11 14:42:00.9040","Broadway & W 41 St","W 18 St & 9 Ave"
1358,"2018-03-11 14:19:16.3000","2018-03-11 14:41:54.7720","Broadway & W 41 St","W 18 St & 9 Ave"
513,"2018-03-11 15:14:14.9870","2018-03-11 15:22:48.1980","Broadway & W 41 St","W 46 St & 11 Ave"
1993,"2018-03-11 15:42:00.3210","2018-03-11 16:15:14.1990","Broadway & W 41 St","W 18 St & 6 Ave"
1951,"2018-03-11 15:43:41.9320","2018-03-11 16:16:12.9430","Broadway & W 41 St","Broadway & W 36 St"
660,"2018-03-11 16:10:36.0730","2018-03-11 16:21:36.9790","Broadway & W 41 St","9 Ave & W 22 St"
268,"2018-03-11 16:19:31.2380","2018-03-11 16:23:59.3270","Broadway & W 41 St","Broadway & W 36 St"
155,"2018-03-11 16:52:30.1160","2018-03-11 16:55:05.2980","Broadway & W 41 St","W 45 St & 8 Ave"
747,"2018-03-11 16:54:48.7890","2018-03-11 17:07:15.9560","Broadway & W 41 St","W 52 St & 11 Ave"
785,"2018-03-11 17:05:39.1750","2018-03-11 17:18:44.4230","Broadway & W 41 St","Broadway & W 29 St"
776,"2018-03-11 17:05:43.7700","2018-03-11 17:18:39.9670","Broadway & W 41 St","Broadway & W 29 St"
1145,"2018-03-11 17:18:10.0100","2018-03-11 17:37:15.1800","Broadway & W 41 St","W 64 St & West End Ave"
956,"2018-03-11 17:18:12.4020","2018-03-11 17:34:08.7900","Broadway & W 41 St","E 17 St & Broadway"
1086,"2018-03-11 17:19:10.4280","2018-03-11 17:37:16.7570","Broadway & W 41 St","W 64 St & West End Ave"
627,"2018-03-11 17:27:27.0980","2018-03-11 17:37:55.0250","Broadway & W 41 St","Lexington Ave & E 29 St"
275,"2018-03-11 17:28:41.8530","2018-03-11 17:33:17.1440","Broadway & W 41 St","W 31 St & 7 Ave"
462,"2018-03-11 17:36:36.0780","2018-03-11 17:44:18.5370","Broadway & W 41 St","Broadway & W 29 St"
449,"2018-03-11 17:36:49.3200","2018-03-11 17:44:18.7040","Broadway & W 41 St","Broadway & W 29 St"
680,"2018-03-11 17:41:50.7410","2018-03-11 17:53:11.6050","Broadway & W 41 St","E 17 St & Broadway"
1615,"2018-03-11 17:54:08.7560","2018-03-11 18:21:03.8810","Broadway & W 41 St","E 6 St & Avenue B"
500,"2018-03-11 17:59:37.4560","2018-03-11 18:07:58.0690","Broadway & W 41 St","Broadway & W 58 St"
393,"2018-03-11 18:05:04.4190","2018-03-11 18:11:37.9660","Broadway & W 41 St","W 33 St & 7 Ave"
518,"2018-03-11 18:07:39.7500","2018-03-11 18:16:18.5040","Broadway & W 41 St","W 24 St & 7 Ave"
996,"2018-03-11 18:22:00.1660","2018-03-11 18:38:36.8500","Broadway & W 41 St","Lafayette St & E 8 St"
988,"2018-03-11 18:22:00.3470","2018-03-11 18:38:28.9110","Broadway & W 41 St","Lafayette St & E 8 St"
437,"2018-03-11 18:35:29.6200","2018-03-11 18:42:46.9890","Broadway & W 41 St","W 24 St & 7 Ave"
184,"2018-03-11 18:37:27.8370","2018-03-11 18:40:32.4760","Broadway & W 41 St","Broadway & W 32 St"
396,"2018-03-11 18:48:02.0990","2018-03-11 18:54:38.1870","Broadway & W 41 St","E 32 St & Park Ave"
615,"2018-03-11 18:58:37.4700","2018-03-11 19:08:53.0780","Broadway & W 41 St","Broadway & W 41 St"
789,"2018-03-11 19:14:00.0840","2018-03-11 19:27:09.4450","Broadway & W 41 St","W 31 St & 7 Ave"
448,"2018-03-11 19:19:03.0450","2018-03-11 19:26:31.3650","Broadway & W 41 St","E 35 St & 3 Ave"
939,"2018-03-11 19:22:37.1430","2018-03-11 19:38:16.8320","Broadway & W 41 St","W 49 St & 8 Ave"
899,"2018-03-11 19:23:41.1800","2018-03-11 19:38:40.5900","Broadway & W 41 St","W 49 St & 8 Ave"
673,"2018-03-11 20:20:55.2390","2018-03-11 20:32:08.4430","Broadway & W 41 St","W 20 St & 7 Ave"
140,"2018-03-11 20:32:09.2690","2018-03-11 20:34:29.4790","Broadway & W 41 St","Broadway & W 36 St"
314,"2018-03-11 21:00:22.6850","2018-03-11 21:05:36.8740","Broadway & W 41 St","Pershing Square North"
100,"2018-03-11 21:04:56.2250","2018-03-11 21:06:36.8750","Broadway & W 41 St","Broadway & W 41 St"
452,"2018-03-11 21:30:11.9020","2018-03-11 21:37:44.2930","Broadway & W 41 St","W 37 St & 10 Ave"
542,"2018-03-11 21:32:15.4350","2018-03-11 21:41:17.6570","Broadway & W 41 St","8 Ave & W 31 St"
1284,"2018-03-11 21:47:12.0670","2018-03-11 22:08:36.9750","Broadway & W 41 St","8 Ave & W 31 St"
361,"2018-03-11 23:29:13.0200","2018-03-11 23:35:14.9410","Broadway & W 41 St","E 35 St & 3 Ave"
175,"2018-03-11 23:39:17.5310","2018-03-11 23:42:13.1940","Broadway & W 41 St","Broadway & W 36 St"
1439,"2018-03-11 23:47:51.2950","2018-03-12 00:11:51.1400","Broadway & W 41 St","Mercer St & Bleecker St"
1454,"2018-03-11 23:48:30.5220","2018-03-12 00:12:44.7590","Broadway & W 41 St","Mercer St & Bleecker St"
608,"2018-03-11 23:52:21.3760","2018-03-12 00:02:29.8380","Broadway & W 41 St","E 39 St & 2 Ave"
724,"2018-03-12 00:52:21.0530","2018-03-12 01:04:25.5800","Broadway & W 41 St","8 Ave & W 31 St"
369,"2018-03-12 01:12:19.2390","2018-03-12 01:18:29.0500","Broadway & W 41 St","Broadway & W 49 St"
1108,"2018-03-12 06:36:38.0850","2018-03-12 06:55:06.6720","Broadway & W 41 St","W 52 St & 6 Ave"
292,"2018-03-12 06:53:23.6940","2018-03-12 06:58:15.8770","Broadway & W 41 St","Broadway & W 51 St"
649,"2018-03-12 06:58:40.2130","2018-03-12 07:09:30.0150","Broadway & W 41 St","E 27 St & 1 Ave"
377,"2018-03-12 06:58:58.8930","2018-03-12 07:05:16.4800","Broadway & W 41 St","W 55 St & 6 Ave"
350,"2018-03-12 06:59:43.0810","2018-03-12 07:05:33.2050","Broadway & W 41 St","W 52 St & 6 Ave"
311,"2018-03-12 07:02:05.6660","2018-03-12 07:07:17.3330","Broadway & W 41 St","E 47 St & Park Ave"
235,"2018-03-12 07:02:23.7210","2018-03-12 07:06:19.4770","Broadway & W 41 St","Pershing Square South"
360,"2018-03-12 07:14:11.8880","2018-03-12 07:20:12.0660","Broadway & W 41 St","E 30 St & Park Ave S"
313,"2018-03-12 07:17:00.7800","2018-03-12 07:22:14.2160","Broadway & W 41 St","W 52 St & 6 Ave"
808,"2018-03-12 07:19:55.1550","2018-03-12 07:33:23.3410","Broadway & W 41 St","MacDougal St & Washington Sq"
493,"2018-03-12 07:42:51.2850","2018-03-12 07:51:05.0510","Broadway & W 41 St","5 Ave & E 29 St"
807,"2018-03-12 07:51:25.8320","2018-03-12 08:04:53.3700","Broadway & W 41 St","1 Ave & E 18 St"
373,"2018-03-12 07:52:09.6640","2018-03-12 07:58:23.0850","Broadway & W 41 St","Broadway & W 25 St"
543,"2018-03-12 07:54:45.8940","2018-03-12 08:03:49.4530","Broadway & W 41 St","E 25 St & 2 Ave"
254,"2018-03-12 07:59:15.0210","2018-03-12 08:03:29.5350","Broadway & W 41 St","Pershing Square North"
271,"2018-03-12 08:01:37.0180","2018-03-12 08:06:08.2950","Broadway & W 41 St","Pershing Square North"
297,"2018-03-12 08:06:33.1880","2018-03-12 08:11:30.4570","Broadway & W 41 St","W 52 St & 6 Ave"
575,"2018-03-12 08:11:34.3300","2018-03-12 08:21:09.4760","Broadway & W 41 St","E 47 St & 2 Ave"
424,"2018-03-12 08:13:49.5390","2018-03-12 08:20:54.1530","Broadway & W 41 St","E 45 St & 3 Ave"
484,"2018-03-12 08:27:59.1430","2018-03-12 08:36:03.3250","Broadway & W 41 St","W 52 St & 6 Ave"
216,"2018-03-12 08:29:19.1620","2018-03-12 08:32:55.8310","Broadway & W 41 St","W 37 St & 5 Ave"
429,"2018-03-12 08:29:37.2680","2018-03-12 08:36:46.8360","Broadway & W 41 St","5 Ave & E 29 St"
824,"2018-03-12 08:30:50.8620","2018-03-12 08:44:35.4480","Broadway & W 41 St","E 51 St & 1 Ave"
520,"2018-03-12 08:31:08.8900","2018-03-12 08:39:49.4340","Broadway & W 41 St","1 Ave & E 44 St"
197,"2018-03-12 08:35:02.5610","2018-03-12 08:38:19.6240","Broadway & W 41 St","E 41 St & Madison Ave"
391,"2018-03-12 08:35:25.0130","2018-03-12 08:41:56.1700","Broadway & W 41 St","W 55 St & 6 Ave"
2125,"2018-03-12 08:39:59.7060","2018-03-12 09:15:25.6810","Broadway & W 41 St","Jay St & Tech Pl"
501,"2018-03-12 08:40:02.0550","2018-03-12 08:48:23.2040","Broadway & W 41 St","12 Ave & W 40 St"
495,"2018-03-12 08:41:16.8560","2018-03-12 08:49:31.9720","Broadway & W 41 St","E 47 St & Park Ave"
425,"2018-03-12 08:53:36.7020","2018-03-12 09:00:42.0000","Broadway & W 41 St","E 48 St & 3 Ave"
442,"2018-03-12 08:56:10.2270","2018-03-12 09:03:33.1550","Broadway & W 41 St","E 47 St & 2 Ave"
316,"2018-03-12 08:56:23.8330","2018-03-12 09:01:40.1030","Broadway & W 41 St","Broadway & W 32 St"
334,"2018-03-12 08:59:38.7230","2018-03-12 09:05:13.0300","Broadway & W 41 St","Pershing Square South"
308,"2018-03-12 09:11:31.2940","2018-03-12 09:16:39.8830","Broadway & W 41 St","W 52 St & 6 Ave"
532,"2018-03-12 09:23:21.1470","2018-03-12 09:32:13.4230","Broadway & W 41 St","E 39 St & 2 Ave"
680,"2018-03-12 09:26:02.0230","2018-03-12 09:37:22.9790","Broadway & W 41 St","Broadway & W 41 St"
442,"2018-03-12 09:26:16.1980","2018-03-12 09:33:38.7890","Broadway & W 41 St","Broadway & W 51 St"
845,"2018-03-12 09:26:18.1710","2018-03-12 09:40:23.2180","Broadway & W 41 St","E 47 St & 1 Ave"
506,"2018-03-12 09:26:27.7750","2018-03-12 09:34:54.6670","Broadway & W 41 St","Broadway & W 25 St"
549,"2018-03-12 09:27:36.6840","2018-03-12 09:36:46.2790","Broadway & W 41 St","E 48 St & 3 Ave"
680,"2018-03-12 09:27:55.7190","2018-03-12 09:39:16.3010","Broadway & W 41 St","5 Ave & E 63 St"
459,"2018-03-12 09:29:47.8640","2018-03-12 09:37:27.2120","Broadway & W 41 St","Broadway & W 25 St"
352,"2018-03-12 09:30:54.2540","2018-03-12 09:36:46.5960","Broadway & W 41 St","W 52 St & 6 Ave"
267,"2018-03-12 09:32:33.0330","2018-03-12 09:37:00.3660","Broadway & W 41 St","Broadway & W 29 St"
261,"2018-03-12 09:33:27.9050","2018-03-12 09:37:49.6620","Broadway & W 41 St","Pershing Square South"
317,"2018-03-12 09:34:09.3310","2018-03-12 09:39:27.2300","Broadway & W 41 St","Pershing Square North"
566,"2018-03-12 09:35:42.1520","2018-03-12 09:45:08.6520","Broadway & W 41 St","Broadway & E 22 St"
346,"2018-03-12 09:38:01.8180","2018-03-12 09:43:48.5380","Broadway & W 41 St","Pershing Square South"
812,"2018-03-12 09:41:19.1810","2018-03-12 09:54:51.7500","Broadway & W 41 St","1 Ave & E 44 St"
495,"2018-03-12 09:48:38.4640","2018-03-12 09:56:53.9020","Broadway & W 41 St","Broadway & E 22 St"
517,"2018-03-12 09:48:42.0440","2018-03-12 09:57:19.0530","Broadway & W 41 St","E 39 St & 2 Ave"
208,"2018-03-12 09:50:02.6490","2018-03-12 09:53:31.1250","Broadway & W 41 St","6 Ave & W 33 St"
327,"2018-03-12 09:51:55.2220","2018-03-12 09:57:23.1650","Broadway & W 41 St","W 52 St & 6 Ave"
952,"2018-03-12 10:00:51.0480","2018-03-12 10:16:43.2030","Broadway & W 41 St","E 45 St & 3 Ave"
798,"2018-03-12 10:06:16.2950","2018-03-12 10:19:35.2730","Broadway & W 41 St","W 56 St & 10 Ave"
353,"2018-03-12 10:09:24.8560","2018-03-12 10:15:18.4930","Broadway & W 41 St","E 48 St & 5 Ave"
640,"2018-03-12 10:18:45.6570","2018-03-12 10:29:25.7260","Broadway & W 41 St","E 47 St & 1 Ave"
544,"2018-03-12 10:26:19.6560","2018-03-12 10:35:23.9630","Broadway & W 41 St","E 30 St & Park Ave S"
1198,"2018-03-12 10:29:09.1840","2018-03-12 10:49:07.5140","Broadway & W 41 St","9 Ave & W 22 St"
1204,"2018-03-12 10:29:12.8200","2018-03-12 10:49:17.6520","Broadway & W 41 St","9 Ave & W 22 St"
375,"2018-03-12 10:35:51.6930","2018-03-12 10:42:07.4020","Broadway & W 41 St","E 53 St & Madison Ave"
669,"2018-03-12 10:39:43.0840","2018-03-12 10:50:52.9030","Broadway & W 41 St","W 44 St & 5 Ave"
492,"2018-03-12 10:56:57.8230","2018-03-12 11:05:10.0470","Broadway & W 41 St","Broadway & W 29 St"
485,"2018-03-12 10:59:22.3120","2018-03-12 11:07:27.4820","Broadway & W 41 St","E 47 St & Park Ave"
922,"2018-03-12 10:59:29.2950","2018-03-12 11:14:51.3020","Broadway & W 41 St","1 Ave & E 18 St"
211,"2018-03-12 11:03:45.5310","2018-03-12 11:07:17.0720","Broadway & W 41 St","Pershing Square North"
489,"2018-03-12 11:12:37.1860","2018-03-12 11:20:46.2470","Broadway & W 41 St","W 20 St & 7 Ave"
424,"2018-03-12 11:13:42.6780","2018-03-12 11:20:46.8750","Broadway & W 41 St","6 Ave & W 33 St"
593,"2018-03-12 11:15:41.3140","2018-03-12 11:25:34.5270","Broadway & W 41 St","Broadway & E 22 St"
241,"2018-03-12 11:18:37.1690","2018-03-12 11:22:38.9150","Broadway & W 41 St","Broadway & W 32 St"
832,"2018-03-12 11:33:03.3500","2018-03-12 11:46:55.4040","Broadway & W 41 St","Grand Army Plaza & Central Park S"
349,"2018-03-12 11:56:05.9010","2018-03-12 12:01:55.4270","Broadway & W 41 St","W 52 St & 5 Ave"
211,"2018-03-12 11:58:00.0060","2018-03-12 12:01:31.6560","Broadway & W 41 St","Pershing Square South"
93,"2018-03-12 11:59:06.1720","2018-03-12 12:00:39.9370","Broadway & W 41 St","W 41 St & 8 Ave"
394,"2018-03-12 12:08:46.0200","2018-03-12 12:15:20.7820","Broadway & W 41 St","E 33 St & 5 Ave"
382,"2018-03-12 12:14:36.4920","2018-03-12 12:20:58.6650","Broadway & W 41 St","E 48 St & 5 Ave"
282,"2018-03-12 12:23:24.5600","2018-03-12 12:28:07.2410","Broadway & W 41 St","Broadway & W 29 St"
484,"2018-03-12 12:27:03.1500","2018-03-12 12:35:07.4750","Broadway & W 41 St","W 20 St & 7 Ave"
526,"2018-03-12 12:38:51.6200","2018-03-12 12:47:37.6790","Broadway & W 41 St","E 35 St & 3 Ave"
199,"2018-03-12 12:49:01.2450","2018-03-12 12:52:21.2290","Broadway & W 41 St","Broadway & W 49 St"
341,"2018-03-12 12:52:24.0870","2018-03-12 12:58:05.3670","Broadway & W 41 St","11 Ave & W 41 St"
203,"2018-03-12 13:02:45.2560","2018-03-12 13:06:08.5180","Broadway & W 41 St","Broadway & W 32 St"
780,"2018-03-12 13:12:06.6960","2018-03-12 13:25:06.7100","Broadway & W 41 St","Central Park West & W 68 St"
563,"2018-03-12 13:22:01.4970","2018-03-12 13:31:24.7600","Broadway & W 41 St","E 33 St & 5 Ave"
223,"2018-03-12 13:42:29.8970","2018-03-12 13:46:13.6870","Broadway & W 41 St","W 45 St & 8 Ave"
335,"2018-03-12 13:43:16.6410","2018-03-12 13:48:52.1670","Broadway & W 41 St","Broadway & W 49 St"
260,"2018-03-12 13:43:16.8630","2018-03-12 13:47:37.7580","Broadway & W 41 St","6 Ave & W 33 St"
1296,"2018-03-12 13:44:50.3290","2018-03-12 14:06:26.7450","Broadway & W 41 St","E 10 St & 5 Ave"
738,"2018-03-12 13:50:46.0790","2018-03-12 14:03:04.1140","Broadway & W 41 St","E 72 St & Park Ave"
229,"2018-03-12 13:51:44.8250","2018-03-12 13:55:33.9440","Broadway & W 41 St","6 Ave & W 33 St"
281,"2018-03-12 13:53:24.0240","2018-03-12 13:58:05.4330","Broadway & W 41 St","9 Ave & W 45 St"
119,"2018-03-12 14:08:53.8940","2018-03-12 14:10:53.3530","Broadway & W 41 St","W 41 St & 8 Ave"
87,"2018-03-12 14:09:23.7260","2018-03-12 14:10:51.5760","Broadway & W 41 St","W 41 St & 8 Ave"
258,"2018-03-12 14:09:35.3050","2018-03-12 14:13:53.9730","Broadway & W 41 St","W 36 St & 9 Ave"
82,"2018-03-12 14:10:16.2230","2018-03-12 14:11:38.2660","Broadway & W 41 St","Broadway & W 38 St"
416,"2018-03-12 14:15:47.6070","2018-03-12 14:22:44.0690","Broadway & W 41 St","W 37 St & 5 Ave"
404,"2018-03-12 14:16:41.0440","2018-03-12 14:23:25.0550","Broadway & W 41 St","8 Ave & W 33 St"
922,"2018-03-12 14:29:07.4550","2018-03-12 14:44:29.9700","Broadway & W 41 St","E 20 St & Park Ave"
1093,"2018-03-12 14:56:28.1490","2018-03-12 15:14:41.3420","Broadway & W 41 St","Broadway & W 25 St"
517,"2018-03-12 15:05:32.0020","2018-03-12 15:14:09.7440","Broadway & W 41 St","E 39 St & 2 Ave"
605,"2018-03-12 15:17:03.6100","2018-03-12 15:27:09.2080","Broadway & W 41 St","W 56 St & 10 Ave"
590,"2018-03-12 15:38:54.1050","2018-03-12 15:48:44.9920","Broadway & W 41 St","E 58 St & Madison Ave"
156,"2018-03-12 15:47:09.1200","2018-03-12 15:49:45.3950","Broadway & W 41 St","Broadway & W 36 St"
179,"2018-03-12 15:56:32.2670","2018-03-12 15:59:31.9460","Broadway & W 41 St","W 44 St & 5 Ave"
618,"2018-03-12 15:57:19.8290","2018-03-12 16:07:38.5980","Broadway & W 41 St","W 21 St & 6 Ave"
218,"2018-03-12 16:02:25.5000","2018-03-12 16:06:04.0930","Broadway & W 41 St","W 33 St & 7 Ave"
238,"2018-03-12 16:06:55.7930","2018-03-12 16:10:53.8610","Broadway & W 41 St","6 Ave & W 33 St"
268,"2018-03-12 16:16:54.1650","2018-03-12 16:21:22.9940","Broadway & W 41 St","W 43 St & 10 Ave"
405,"2018-03-12 16:20:17.2200","2018-03-12 16:27:03.1680","Broadway & W 41 St","Broadway & W 29 St"
189,"2018-03-12 16:24:24.3430","2018-03-12 16:27:33.3830","Broadway & W 41 St","Broadway & W 36 St"
650,"2018-03-12 16:26:52.3180","2018-03-12 16:37:42.6570","Broadway & W 41 St","E 12 St & 3 Ave"
524,"2018-03-12 16:46:17.4550","2018-03-12 16:55:01.9070","Broadway & W 41 St","11 Ave & W 41 St"
326,"2018-03-12 16:50:58.3000","2018-03-12 16:56:24.6420","Broadway & W 41 St","W 52 St & 6 Ave"
374,"2018-03-12 16:51:55.9780","2018-03-12 16:58:09.9890","Broadway & W 41 St","11 Ave & W 41 St"
161,"2018-03-12 16:58:29.7990","2018-03-12 17:01:10.9440","Broadway & W 41 St","6 Ave & W 33 St"
1075,"2018-03-12 17:01:57.3180","2018-03-12 17:19:52.8850","Broadway & W 41 St","E 10 St & 5 Ave"
472,"2018-03-12 17:02:24.9420","2018-03-12 17:10:17.7280","Broadway & W 41 St","E 31 St & 3 Ave"
243,"2018-03-12 17:04:15.6920","2018-03-12 17:08:19.3400","Broadway & W 41 St","8 Ave & W 31 St"
668,"2018-03-12 17:14:20.3470","2018-03-12 17:25:29.0890","Broadway & W 41 St","W 18 St & 6 Ave"
504,"2018-03-12 17:17:45.6890","2018-03-12 17:26:10.6600","Broadway & W 41 St","11 Ave & W 41 St"
1366,"2018-03-12 17:20:53.1740","2018-03-12 17:43:39.9160","Broadway & W 41 St","Henry St & Grand St"
440,"2018-03-12 17:21:25.7270","2018-03-12 17:28:46.2940","Broadway & W 41 St","W 20 St & 7 Ave"
916,"2018-03-12 17:22:24.1410","2018-03-12 17:37:41.0930","Broadway & W 41 St","W 18 St & 6 Ave"
638,"2018-03-12 17:25:09.9720","2018-03-12 17:35:48.6240","Broadway & W 41 St","Pershing Square North"
488,"2018-03-12 17:25:29.3460","2018-03-12 17:33:38.0890","Broadway & W 41 St","W 20 St & 7 Ave"
564,"2018-03-12 17:26:14.0820","2018-03-12 17:35:38.1900","Broadway & W 41 St","Pershing Square North"
348,"2018-03-12 17:33:37.9100","2018-03-12 17:39:25.9520","Broadway & W 41 St","Pershing Square North"
1908,"2018-03-12 17:34:17.2990","2018-03-12 18:06:05.9310","Broadway & W 41 St","Schermerhorn St & 3 Ave"
1745,"2018-03-12 17:35:31.7650","2018-03-12 18:04:37.3470","Broadway & W 41 St","Court St & State St"
205,"2018-03-12 17:37:58.1700","2018-03-12 17:41:23.7330","Broadway & W 41 St","W 45 St & 8 Ave"
325,"2018-03-12 17:38:25.9600","2018-03-12 17:43:51.3350","Broadway & W 41 St","W 53 St & 10 Ave"
253,"2018-03-12 17:40:47.4020","2018-03-12 17:45:01.1700","Broadway & W 41 St","W 33 St & 7 Ave"
907,"2018-03-12 17:41:11.7680","2018-03-12 17:56:19.0110","Broadway & W 41 St","W 76 St & Columbus Ave"
630,"2018-03-12 17:41:15.8160","2018-03-12 17:51:46.4700","Broadway & W 41 St","W 55 St & 6 Ave"
519,"2018-03-12 17:45:10.2240","2018-03-12 17:53:50.0670","Broadway & W 41 St","E 24 St & Park Ave S"
2849,"2018-03-12 17:45:30.7680","2018-03-12 18:33:00.6300","Broadway & W 41 St","Court St & Nelson St"
674,"2018-03-12 17:49:34.1900","2018-03-12 18:00:48.9590","Broadway & W 41 St","Lexington Ave & E 63 St"
175,"2018-03-12 17:51:03.6610","2018-03-12 17:53:59.6020","Broadway & W 41 St","Broadway & W 36 St"
397,"2018-03-12 17:52:57.8250","2018-03-12 17:59:34.8840","Broadway & W 41 St","Broadway & W 51 St"
581,"2018-03-12 17:53:31.1840","2018-03-12 18:03:13.0480","Broadway & W 41 St","W 21 St & 6 Ave"
697,"2018-03-12 17:54:45.4260","2018-03-12 18:06:22.9240","Broadway & W 41 St","E 55 St & Lexington Ave"
511,"2018-03-12 17:54:58.4780","2018-03-12 18:03:30.3170","Broadway & W 41 St","W 38 St & 8 Ave"
594,"2018-03-12 17:56:58.1640","2018-03-12 18:06:52.4810","Broadway & W 41 St","11 Ave & W 41 St"
306,"2018-03-12 17:58:56.2410","2018-03-12 18:04:02.6280","Broadway & W 41 St","W 45 St & 8 Ave"
405,"2018-03-12 18:03:45.1240","2018-03-12 18:10:30.6450","Broadway & W 41 St","5 Ave & E 29 St"
530,"2018-03-12 18:04:45.3470","2018-03-12 18:13:35.4910","Broadway & W 41 St","Broadway & E 22 St"
653,"2018-03-12 18:04:46.2890","2018-03-12 18:15:39.3100","Broadway & W 41 St","E 16 St & 5 Ave"
1600,"2018-03-12 18:06:53.4360","2018-03-12 18:33:34.3180","Broadway & W 41 St","W 84 St & Broadway"
182,"2018-03-12 18:10:07.8050","2018-03-12 18:13:10.0300","Broadway & W 41 St","W 45 St & 6 Ave (OLD)"
189,"2018-03-12 18:10:14.9520","2018-03-12 18:13:24.0390","Broadway & W 41 St","Pershing Square North"
638,"2018-03-12 18:13:12.8090","2018-03-12 18:23:51.3160","Broadway & W 41 St","Broadway & W 60 St"
407,"2018-03-12 18:17:21.5160","2018-03-12 18:24:08.5930","Broadway & W 41 St","11 Ave & W 41 St"
332,"2018-03-12 18:26:26.1110","2018-03-12 18:31:58.7440","Broadway & W 41 St","Pershing Square North"
613,"2018-03-12 18:29:45.1690","2018-03-12 18:39:58.6250","Broadway & W 41 St","Broadway & W 41 St"
174,"2018-03-12 18:31:01.5450","2018-03-12 18:33:55.6930","Broadway & W 41 St","Broadway & W 41 St"
672,"2018-03-12 18:38:00.9320","2018-03-12 18:49:13.2530","Broadway & W 41 St","Greenwich Ave & Charles St"
248,"2018-03-12 18:40:44.6860","2018-03-12 18:44:53.0530","Broadway & W 41 St","9 Ave & W 45 St"
270,"2018-03-12 18:41:34.0840","2018-03-12 18:46:04.8130","Broadway & W 41 St","11 Ave & W 41 St"
1173,"2018-03-12 18:41:56.8040","2018-03-12 19:01:29.9700","Broadway & W 41 St","W 41 St & 8 Ave"
313,"2018-03-12 18:46:27.9040","2018-03-12 18:51:40.9350","Broadway & W 41 St","W 42 St & Dyer Ave"
1493,"2018-03-12 18:48:10.5860","2018-03-12 19:13:04.4860","Broadway & W 41 St","E 109 St & 3 Ave"
394,"2018-03-12 18:54:09.9330","2018-03-12 19:00:44.6780","Broadway & W 41 St","8 Ave & W 33 St"
2598,"2018-03-12 18:58:55.8890","2018-03-12 19:42:14.6870","Broadway & W 41 St","State St & Smith St"
235,"2018-03-12 18:59:34.6360","2018-03-12 19:03:29.7570","Broadway & W 41 St","8 Ave & W 33 St"
822,"2018-03-12 19:16:35.4540","2018-03-12 19:30:18.2720","Broadway & W 41 St","Amsterdam Ave & W 82 St"
421,"2018-03-12 19:20:59.9180","2018-03-12 19:28:01.5450","Broadway & W 41 St","E 39 St & 2 Ave"
700,"2018-03-12 19:26:20.3150","2018-03-12 19:38:00.7680","Broadway & W 41 St","E 25 St & 1 Ave"
2697,"2018-03-12 19:29:14.5840","2018-03-12 20:14:12.1280","Broadway & W 41 St","Carroll St & 6 Ave"
435,"2018-03-12 19:29:23.6970","2018-03-12 19:36:39.2260","Broadway & W 41 St","11 Ave & W 41 St"
541,"2018-03-12 19:53:17.9820","2018-03-12 20:02:19.3840","Broadway & W 41 St","W 20 St & 11 Ave"
1399,"2018-03-12 20:04:05.6530","2018-03-12 20:27:24.9110","Broadway & W 41 St","Allen St & Hester St"
172,"2018-03-12 20:14:09.5120","2018-03-12 20:17:01.8810","Broadway & W 41 St","W 33 St & 7 Ave"
123,"2018-03-12 20:15:26.8790","2018-03-12 20:17:30.3450","Broadway & W 41 St","W 41 St & 8 Ave"
1247,"2018-03-12 20:17:27.6190","2018-03-12 20:38:14.7640","Broadway & W 41 St","Columbus Ave & W 95 St"
